Respondent_ID,Survey_Date,Q1_Age_Group,Q2_Gender,Q3_City,City_Tier,Q4_Income_Band,Q5_Education,Q6_Occupation,Q7_Marital_Status,Q8_Skin_Type,Q9_Skin_Concerns,Q10_Skin_Tone,Q11_Medical_Conditions,Q12_Past_Skin_Failure,Q13_Outdoor_Hrs,Q14_AC_Exposure,Q15_Stress_Level,Q16_Sleep_Hours,Q17_Exercise_Freq,Q18_Food_Type,Q19_Spice_Level,Q20a_Confidence,Q20b_Trendsetter,Q20c_BrandLoyal,Q20d_HealthInvest,Q20e_ChemWorry,Q21_Shopping_Personality,Q22_Trust_Source,Q23_Ingredient_Literacy,Q24_Eco_Importance,Q25_Daily_Products,Q26_Products_Used,Q27_Formulation_Pref,Q28_Traditional_Wear,Q29_Saree_Colors,Q30_Current_Spend,Q31_WTP_Band,Q31_WTP_INR,Q32_Purchase_Channel,Q33_AI_Comfort,Q34_Existing_Subs,Q35_Discovery_Channels,Q36_Satisfaction,Q37_Intent,Q37_Intent_Binary,Age_Numeric,Income_Numeric,Psychographic_Score,Wellness_Index,Engagement_Score
RESP2718,2024-04-09,46+,Female,Mumbai,Tier-1,40K-75K,Undergraduate,Salaried-Private,Single,Dry,Dark Circles/Puffy Eyes,Wheatish/Medium,None,No-Lucky So Far,3-5 hrs,4-7 hrs,2.8,<5 hrs,1-2x/week,Non-Veg Regular,2.0,2.9,2.4,2.5,2.5,2.9,Deal Seeker,Dermatologist/Skin Specialist,Read but understand little,4.7,5-7 Products,Night Cream/Overnight Mask|Moisturiser/Day Cream|Face Wash/Cleanser|Hyaluronic Acid/Hydration|Ayurvedic/Herbal Products|Sunscreen/SPF,Mix of Both,Daily,White/Cream|Pastels/Muted,Rs701-1200,600-999,800.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C|Local Pharmacy|Supermarket|Social Commerce,4.8,Yes-One Sub,Friends/Family|Online Search/Blogs|Ads (App/TV),3.2,Probably Yes - Trial First,Interested,52,57000,2.6,2.07,3.5
RESP2719,2024-09-02,23-28,Female,Delhi/Ncr,Tier-1,Prefer Not to Say,Postgraduate,Salaried-Private,Single,Combination,Acne/Pimples|Dryness/Flakiness,Dusky/Olive,None,Yes-Multiple Times,3-5 hrs,1-3 hrs,4.5,5-6 hrs,3-4x/week,Vegan,3.0,3.7,1.6,2.9,1.8,3.1,Loyal Buyer,Brand Itself,Know a few key ingredients,3.2,5-7 Products,Face Wash/Cleanser|Sunscreen/SPF|Toner/Mist|Niacinamide Serum|Moisturiser/Day Cream,No Preference,Daily,White/Cream|Green/Teal,Rs1201-2500,1500-2499,2000.0,Dont Buy Skincare,3.2,No-Prefer One-time,Instagram/Reels|YouTube Reviews|Friends/Family,3.1,Undecided,Not Interested,25,45000,2.37,2.17,2.7
RESP2720,2024-04-12,18-22,Female,Mumbai,Tier-1,40K-75K,Postgraduate,Student,Married-No Children,Dry,Dryness/Flakiness,Dark,Known Skin Allergies,No-Lucky So Far,3-5 hrs,1-3 hrs,3.6,7-8 hrs,3-4x/week,Vegetarian+Eggs,3.0,3.9,2.3,4.0,2.8,2.1,Loyal Buyer,Brand Itself,Understand most ingredients,3.1,3-4 Products,Night Cream/Overnight Mask|Face Wash/Cleanser|Sunscreen/SPF|Moisturiser/Day Cream|Hyaluronic Acid/Hydration,Natural/Ayurvedic Only,Festivals/Occasions Only,Black/Charcoal|Blue/Navy|Pastels/Muted,Rs701-1200,1500-2499,2000.0,Nykaa/Purplle/Tira|Supermarket|Social Commerce,3.0,Yes-One Sub,YouTube Reviews|Friends/Family,1.5,Probably Yes - Trial First,Interested,20,57000,3.0,2.8,2.43
RESP2721,2024-08-03,18-22,Male,Chennai,Tier-1,Above 1.2L,Undergraduate,Homemaker,Married-With Children,Oily,Dark Spots/Pigmentation|Dullness/Uneven Tone,Wheatish/Medium,Eczema/Psoriasis|Known Skin Allergies,Yes-Multiple Times,<1 hr,1-3 hrs,2.7,7-8 hrs,1-2x/week,Non-Veg Regular,3.9,2.8,2.4,3.2,3.2,2.8,Loyal Buyer,Brand Itself,Know a few key ingredients,3.7,1-2 Products,Vitamin C Serum|Sunscreen/SPF|Collagen/Biotin Supplements|Moisturiser/Day Cream|Face Wash/Cleanser|Sheet Mask/Clay Mask|Under-eye Cream|Toner/Mist,Science-backed/Clinical,Rarely/Never,Dont Wear Ethnic,Rs1201-2500,2500plus,3000.0,Nykaa/Purplle/Tira|Amazon/Flipkart,2.8,No-Open to It,Instagram/Reels,3.3,Probably Yes - Trial First,Interested,20,150000,2.8,2.77,3.1
RESP2722,2024-06-17,23-28,Male,Surat,Tier-2,Below 20K,Postgraduate,Salaried-Private,Single,Combination,Sun Damage/Tanning,Fair,None,Yes-Multiple Times,3-5 hrs,Rarely/Never,4.1,5-6 hrs,3-4x/week,Vegetarian+Eggs,3.8,4.0,3.3,2.4,2.7,2.6,Research-First,Dermatologist/Skin Specialist,Read but understand little,1.9,None,Toner/Mist|Niacinamide Serum|Ayurvedic/Herbal Products|Sheet Mask/Clay Mask|Face Wash/Cleanser|Sunscreen/SPF|Moisturiser/Day Cream,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,600-999,800.0,Local Pharmacy,2.6,Yes-One Sub,Online Search/Blogs,1.0,Probably Yes - Trial First,Interested,25,15000,3.33,2.3,2.1
RESP2723,2024-02-01,18-22,Female,Delhi/Ncr,Tier-1,75K-1.2L,Postgraduate,Salaried-Government,Single,Oily,Acne/Pimples|Dullness/Uneven Tone,Dark,Diabetes|PCOS/PCOD,Yes-Multiple Times,1-2 hrs,1-3 hrs,3.5,7-8 hrs,3-4x/week,Vegetarian+Eggs,2.3,4.0,2.4,4.0,3.6,2.3,Deal Seeker,Dermatologist/Skin Specialist,Read but understand little,2.4,1-2 Products,Sunscreen/SPF|Moisturiser/Day Cream|Vitamin C Serum|Toner/Mist|Face Wash/Cleanser|Niacinamide Serum|Under-eye Cream,Natural/Ayurvedic Only,Festivals/Occasions Only,Yellow/Gold,Rs1201-2500,1500-2499,2000.0,Amazon/Flipkart,3.4,No-Prefer One-time,Instagram/Reels|Friends/Family,3.1,Probably Yes - Trial First,Interested,20,97000,3.33,2.83,3.37
RESP2724,2024-08-09,29-35,Female,Delhi/Ncr,Tier-1,Above 1.2L,Undergraduate,Salaried-Government,Divorced/Separated/Widowed,Sensitive,Fine Lines/Aging|Redness/Irritation,Dusky/Olive,Diabetes|Eczema/Psoriasis,Yes-Once or Twice,1-2 hrs,4-7 hrs,2.3,5-6 hrs,Daily,Non-Veg Regular,4.5,4.1,3.2,3.4,4.5,3.1,Loyal Buyer,Self Research Only,Understand most ingredients,3.6,1-2 Products,Collagen/Biotin Supplements|Vitamin C Serum|Under-eye Cream|Retinol/Anti-aging Serum|Moisturiser/Day Cream|Face Wash/Cleanser|Sunscreen/SPF|Hyaluronic Acid/Hydration,Mix of Both,Rarely/Never,Pastels/Muted,Above Rs2500,1000-1499,1250.0,Brand Website D2C|Supermarket|Social Commerce,2.2,Yes-One Sub,Instagram/Reels|Online Search/Blogs,3.0,Definitely Yes,Interested,32,150000,3.93,3.23,3.23
RESP2725,2024-06-12,18-22,Male,Jaipur,Tier-2,20K-40K,Doctoral/Professional,Salaried-Private,Divorced/Separated/Widowed,Oily,Acne/Pimples|Dryness/Flakiness|Sun Damage/Tanning,Dark,Rosacea|Known Skin Allergies,Yes-Once or Twice,>5 hrs,>7 hrs,4.8,7-8 hrs,3-4x/week,Purely Vegetarian,2.2,3.0,2.0,3.5,4.2,3.4,Deal Seeker,Dermatologist/Skin Specialist,Expert - research every ingredient,3.2,1-2 Products,Sunscreen/SPF|Toner/Mist|Niacinamide Serum|Face Wash/Cleanser|Moisturiser/Day Cream,Natural/Ayurvedic Only,Daily,Dont Wear Ethnic,Rs1-300,Lt300,150.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Supermarket|Beauty Salon/Spa|Social Commerce,2.9,Yes-Multiple Subs,Instagram/Reels|Dermatologist/Doctor|Online Search/Blogs,1.7,Definitely Yes,Interested,20,30000,3.07,2.4,2.93
RESP2726,2024-12-17,29-35,Female,Delhi/Ncr,Tier-1,Below 20K,Postgraduate,Salaried-Private,Divorced/Separated/Widowed,Dry,Dryness/Flakiness|Dark Circles/Puffy Eyes,Fair,None,No-Avoid New Products,<1 hr,1-3 hrs,3.3,7-8 hrs,Daily,Purely Vegetarian,4.2,4.1,2.5,2.4,4.0,3.3,Reluctant Buyer,Social Media Influencer,Expert - research every ingredient,2.5,1-2 Products,Hyaluronic Acid/Hydration|Face Wash/Cleanser|Moisturiser/Day Cream|Night Cream/Overnight Mask|Sunscreen/SPF|Sheet Mask/Clay Mask,No Preference,Festivals/Occasions Only,Orange/Saffron,Rs0,300-599,450.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C|Local Pharmacy|Beauty Salon/Spa,4.3,Yes-Multiple Subs,Instagram/Reels|Online Search/Blogs|Ads (App/TV),3.0,Probably Yes - Trial First,Interested,32,15000,3.53,3.23,3.77
RESP2727,2024-03-10,46+,Female,Mumbai,Tier-1,40K-75K,Undergraduate,Self-Employed/Business,Married-With Children,Combination,Acne/Pimples|Fine Lines/Aging,Fair,Known Skin Allergies,No-Lucky So Far,1-2 hrs,1-3 hrs,3.1,7-8 hrs,Never,Purely Vegetarian,2.7,3.9,2.0,1.0,4.4,2.9,Early Adopter,Brand Itself,Know a few key ingredients,3.7,1-2 Products,Niacinamide Serum|Face Wash/Cleanser|Sheet Mask/Clay Mask|Sunscreen/SPF|Toner/Mist|Moisturiser/Day Cream,Natural/Ayurvedic Only,Few Times/Week,Black/Charcoal,Rs701-1200,Lt300,150.0,Nykaa/Purplle/Tira|Brand Website D2C|Supermarket|Social Commerce,3.0,No-Open to It,Ads (App/TV),2.7,Probably Yes - Trial First,Interested,52,57000,3.43,2.3,3.37
RESP2728,2024-07-02,36-45,Female,Delhi/Ncr,Tier-1,Above 1.2L,Undergraduate,Student,Single,Dry,Acne/Pimples|Dullness/Uneven Tone,Wheatish/Medium,Diabetes,No-Lucky So Far,<1 hr,>7 hrs,2.3,5-6 hrs,1-2x/week,Non-Veg Regular,3.3,4.0,2.0,2.4,2.9,3.4,Loyal Buyer,Close Friend/Family,Understand most ingredients,3.4,5-7 Products,Hyaluronic Acid/Hydration|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Retinol/Anti-aging Serum|Vitamin C Serum|Collagen/Biotin Supplements|Under-eye Cream,No Preference,Festivals/Occasions Only,Pastels/Muted|White/Cream|Orange/Saffron,Rs301-700,1500-2499,2000.0,Amazon/Flipkart|Brand Website D2C,2.6,No-Open to It,Friends/Family|Online Search/Blogs,2.8,Definitely Yes,Interested,40,150000,2.97,2.57,2.77
RESP2729,2024-04-16,29-35,Female,Other Tier-2,Tier-2,40K-75K,Undergraduate,Student,Single,Oily,Oiliness/Enlarged Pores,Dusky/Olive,None,No-Lucky So Far,<1 hr,>7 hrs,4.2,5-6 hrs,1-2x/week,Vegetarian+Eggs,3.4,4.9,4.1,2.3,3.2,3.2,Research-First,Close Friend/Family,Never read,3.6,1-2 Products,Toner/Mist|Face Wash/Cleanser|Niacinamide Serum|Sunscreen/SPF|Moisturiser/Day Cream,Mix of Both,Festivals/Occasions Only,Green/Teal|Black/Charcoal,Rs301-700,300-599,450.0,Supermarket|Beauty Salon/Spa,2.8,Yes-Multiple Subs,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor|Influencer Reco|Ads (App/TV),2.8,Definitely Yes,Interested,32,57000,4.07,1.93,2.93
RESP2730,2024-03-08,23-28,Female,Nagpur,Tier-2,40K-75K,Undergraduate,Self-Employed/Business,Single,Combination,Acne/Pimples|Oiliness/Enlarged Pores|Dark Circles/Puffy Eyes,Wheatish/Medium,Eczema/Psoriasis|Known Skin Allergies,No-Avoid New Products,1-2 hrs,4-7 hrs,3.6,7-8 hrs,Never,Vegetarian+Eggs,3.4,3.7,2.1,2.6,4.1,3.1,Deal Seeker,Dermatologist/Skin Specialist,Understand most ingredients,3.5,3-4 Products,Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Toner/Mist|Niacinamide Serum,Mix of Both,Festivals/Occasions Only,Purple/Violet,Rs301-700,300-599,450.0,Social Commerce,4.1,Yes-Multiple Subs,Instagram/Reels|Dermatologist/Doctor|Online Search/Blogs|Influencer Reco,2.4,Definitely Yes,Interested,25,57000,3.3,2.13,3.53
RESP2731,2024-03-08,29-35,Non-Binary,Hyderabad,Tier-1,20K-40K,Postgraduate,Salaried-Private,Single,Normal,Fine Lines/Aging,Dusky/Olive,None,No-Lucky So Far,>5 hrs,Rarely/Never,3.7,<5 hrs,1-2x/week,Vegan,3.8,2.9,2.5,2.4,3.2,3.2,Reluctant Buyer,Self Research Only,Know a few key ingredients,2.5,1-2 Products,Sunscreen/SPF|Face Wash/Cleanser|Moisturiser/Day Cream|Ayurvedic/Herbal Products,Mix of Both,Festivals/Occasions Only,Black/Charcoal|Blue/Navy,Rs1-300,1500-2499,2000.0,Amazon/Flipkart|Brand Website D2C,3.0,Yes-Multiple Subs,Instagram/Reels|Online Search/Blogs,3.0,Undecided,Not Interested,32,30000,2.87,1.77,3.07
RESP2732,2024-05-20,29-35,Female,Lucknow,Tier-2,Below 20K,Undergraduate,Salaried-Private,Divorced/Separated/Widowed,Sensitive,Redness/Irritation,Fair,None,No-Avoid New Products,1-2 hrs,4-7 hrs,2.6,>8 hrs,3-4x/week,Vegetarian+Eggs,3.6,2.4,3.8,3.3,3.3,4.2,Early Adopter,Doctor/GP,Understand most ingredients,3.0,3-4 Products,Sunscreen/SPF|Face Wash/Cleanser|Ayurvedic/Herbal Products|Hyaluronic Acid/Hydration|Moisturiser/Day Cream,Natural/Ayurvedic Only,Rarely/Never,Blue/Navy|Orange/Saffron|White/Cream,Rs1-300,600-999,800.0,Nykaa/Purplle/Tira|Local Pharmacy|Social Commerce,2.3,No-Open to It,Instagram/Reels|Friends/Family,3.6,Probably Yes - Trial First,Interested,32,15000,3.17,3.47,3.07
RESP2733,2024-09-07,23-28,Female,Kolkata,Tier-1,75K-1.2L,Postgraduate,Salaried-Private,Married-With Children,Dry,Dullness/Uneven Tone,Wheatish/Medium,Thyroid Disorder|Rosacea,No-Avoid New Products,3-5 hrs,>7 hrs,3.9,7-8 hrs,1-2x/week,Purely Vegetarian,3.9,4.4,3.6,4.0,5.0,1.8,Research-First,Dermatologist/Skin Specialist,Never read,1.4,1-2 Products,Vitamin C Serum|Ayurvedic/Herbal Products|Face Wash/Cleanser|Under-eye Cream|Night Cream/Overnight Mask|Sunscreen/SPF|Hyaluronic Acid/Hydration|Moisturiser/Day Cream,Natural/Ayurvedic Only,Daily,Black/Charcoal|Orange/Saffron|Purple/Violet,Above Rs2500,1500-2499,2000.0,Amazon/Flipkart,3.7,Yes-One Sub,Instagram/Reels|Influencer Reco|Ads (App/TV),2.7,Definitely Yes,Interested,25,97000,4.33,2.37,3.8
RESP2734,2024-08-22,18-22,Female,Lucknow,Tier-2,Below 20K,Postgraduate,Salaried-Private,Married-With Children,Dry,Dryness/Flakiness,Dusky/Olive,PCOS/PCOD|Diabetes,Yes-Once or Twice,<1 hr,Rarely/Never,3.9,7-8 hrs,3-4x/week,Non-Veg Occasional,3.6,3.7,4.4,4.2,3.7,2.7,Research-First,Close Friend/Family,Understand most ingredients,2.6,None,Sunscreen/SPF|Night Cream/Overnight Mask|Moisturiser/Day Cream|Face Wash/Cleanser|Hyaluronic Acid/Hydration,Science-backed/Clinical,Rarely/Never,Red/Maroon|Orange/Saffron|Pink/Rose,Rs301-700,300-599,450.0,Local Pharmacy,2.2,No-Open to It,Instagram/Reels|Online Search/Blogs,2.9,Probably Yes - Trial First,Interested,20,15000,3.93,2.7,2.93
RESP2735,2024-12-20,36-45,Female,Lucknow,Tier-2,75K-1.2L,Postgraduate,Self-Employed/Business,Single,Dry,Dullness/Uneven Tone|Dryness/Flakiness|Redness/Irritation,Wheatish/Medium,PCOS/PCOD,Yes-Multiple Times,3-5 hrs,4-7 hrs,2.5,7-8 hrs,1-2x/week,Non-Veg Regular,2.1,4.9,3.3,4.0,5.0,3.3,Research-First,Dermatologist/Skin Specialist,Know a few key ingredients,2.9,8+ Products,Face Wash/Cleanser|Under-eye Cream|Vitamin C Serum|Night Cream/Overnight Mask|Sunscreen/SPF|Moisturiser/Day Cream|Hyaluronic Acid/Hydration,Mix of Both,Daily,White/Cream,Rs301-700,1000-1499,1250.0,Supermarket|Dont Buy Skincare,2.7,Yes-Multiple Subs,Instagram/Reels|YouTube Reviews,3.4,Definitely Yes,Interested,40,97000,4.4,2.83,3.7
RESP2736,2024-10-29,23-28,Male,Jaipur,Tier-2,Above 1.2L,Postgraduate,Salaried-Government,Married-With Children,Oily,Acne/Pimples|Oiliness/Enlarged Pores,Dusky/Olive,Thyroid Disorder|Chronic Acne (Diagnosed),No-Lucky So Far,>5 hrs,4-7 hrs,1.8,5-6 hrs,1-2x/week,Purely Vegetarian,3.4,1.6,2.2,2.4,2.1,1.4,Deal Seeker,Social Media Influencer,Read but understand little,3.7,3-4 Products,Niacinamide Serum|Moisturiser/Day Cream|Toner/Mist|Vitamin C Serum|Retinol/Anti-aging Serum|Collagen/Biotin Supplements|Under-eye Cream|Sunscreen/SPF,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Above Rs2500,1000-1499,1250.0,Nykaa/Purplle/Tira|Brand Website D2C|Supermarket,3.1,No-Prefer One-time,Instagram/Reels,4.7,Undecided,Not Interested,25,150000,1.97,2.73,3.3
RESP2737,2024-03-20,23-28,Male,Bengaluru,Tier-1,20K-40K,High School or Below,Self-Employed/Business,Married-With Children,Combination,Acne/Pimples|Oiliness/Enlarged Pores|Sun Damage/Tanning,Wheatish/Medium,Rosacea,Yes-Multiple Times,1-2 hrs,1-3 hrs,3.6,7-8 hrs,1-2x/week,Non-Veg Occasional,2.7,4.2,4.9,3.3,3.1,4.4,Early Adopter,Close Friend/Family,Know a few key ingredients,3.6,3-4 Products,Face Wash/Cleanser|Sunscreen/SPF|Moisturiser/Day Cream|Toner/Mist|Niacinamide Serum,Mix of Both,Few Times/Week,Dont Wear Ethnic,Rs301-700,600-999,800.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C|Social Commerce,2.1,Yes-One Sub,Instagram/Reels|Friends/Family|Dermatologist/Doctor|In-store Trial,2.7,Undecided,Not Interested,25,30000,4.07,2.47,2.63
RESP2738,2024-01-24,23-28,Male,Mumbai,Tier-1,75K-1.2L,Undergraduate,Self-Employed/Business,Single,Dry,Dark Circles/Puffy Eyes|Sun Damage/Tanning,Wheatish/Medium,None,Yes-Multiple Times,>5 hrs,4-7 hrs,1.7,>8 hrs,1-2x/week,Purely Vegetarian,2.2,3.2,3.4,4.6,3.9,3.3,Loyal Buyer,Dermatologist/Skin Specialist,Read but understand little,2.4,1-2 Products,Hyaluronic Acid/Hydration|Vitamin C Serum|Face Wash/Cleanser|Night Cream/Overnight Mask|Moisturiser/Day Cream|Under-eye Cream|Sunscreen/SPF,Mix of Both,Rarely/Never,Dont Wear Ethnic,Rs301-700,1500-2499,2000.0,Nykaa/Purplle/Tira,1.1,No-Prefer One-time,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor|Online Search/Blogs,1.5,Probably Yes - Trial First,Interested,25,97000,3.5,3.43,2.17
RESP2739,2024-02-09,23-28,Female,Pune,Tier-2,Below 20K,Postgraduate,Salaried-Private,Married-With Children,Dry,No Concern-Maintenance,Wheatish/Medium,Rosacea,No-Lucky So Far,>5 hrs,4-7 hrs,3.2,5-6 hrs,1-2x/week,Non-Veg Occasional,2.9,3.1,2.6,1.8,3.7,4.0,Loyal Buyer,Dermatologist/Skin Specialist,Know a few key ingredients,2.4,3-4 Products,Ayurvedic/Herbal Products|Face Wash/Cleanser|Moisturiser/Day Cream|Hyaluronic Acid/Hydration|Sunscreen/SPF|Night Cream/Overnight Mask,Mix of Both,Rarely/Never,Green/Teal,Rs1-300,Lt300,150.0,Amazon/Flipkart|Supermarket|Beauty Salon/Spa,3.3,No-Prefer One-time,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor|Ads (App/TV),2.2,Definitely Yes,Interested,25,15000,3.13,2.27,3.07
RESP2740,2024-05-31,36-45,Male,Other Tier-2,Tier-2,40K-75K,High School or Below,Salaried-Private,Single,Dry,Fine Lines/Aging|No Concern-Maintenance,Wheatish/Medium,Known Skin Allergies,No-Lucky So Far,3-5 hrs,4-7 hrs,2.7,7-8 hrs,3-4x/week,Purely Vegetarian,3.4,2.7,2.9,4.4,2.0,4.1,Loyal Buyer,Dermatologist/Skin Specialist,Know a few key ingredients,4.3,3-4 Products,Hyaluronic Acid/Hydration|Night Cream/Overnight Mask|Sheet Mask/Clay Mask|Moisturiser/Day Cream|Sunscreen/SPF|Face Wash/Cleanser,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs1-300,600-999,800.0,Amazon/Flipkart|Beauty Salon/Spa|Dont Buy Skincare,1.0,No-Prefer One-time,Instagram/Reels|Dermatologist/Doctor|Online Search/Blogs|Influencer Reco,3.4,Probably No,Not Interested,40,57000,2.53,3.1,2.13
RESP2741,2024-11-08,36-45,Male,Ahmedabad,Tier-2,20K-40K,High School or Below,Salaried-Private,Single,Combination,Dark Spots/Pigmentation|Dryness/Flakiness|Fine Lines/Aging,Very Fair,Rosacea|Eczema/Psoriasis,No-Lucky So Far,1-2 hrs,4-7 hrs,4.2,7-8 hrs,Never,Purely Vegetarian,3.4,4.2,3.0,2.3,3.4,3.4,Deal Seeker,Dermatologist/Skin Specialist,Know a few key ingredients,2.8,1-2 Products,Sunscreen/SPF|Niacinamide Serum|Moisturiser/Day Cream|Face Wash/Cleanser|Toner/Mist,Mix of Both,Rarely/Never,Dont Wear Ethnic,Rs301-700,600-999,800.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C,2.0,No-Open to It,YouTube Reviews|Online Search/Blogs,4.1,Probably Yes - Trial First,Interested,40,30000,3.53,1.93,3.17
RESP2742,2024-05-31,36-45,Male,Nagpur,Tier-2,75K-1.2L,Postgraduate,Salaried-Private,Married-With Children,Sensitive,Dark Spots/Pigmentation|Dark Circles/Puffy Eyes|Redness/Irritation,Dusky/Olive,Chronic Acne (Diagnosed),No-Avoid New Products,3-5 hrs,1-3 hrs,2.7,7-8 hrs,Never,Vegetarian+Eggs,4.2,4.0,2.6,3.5,5.0,1.0,Deal Seeker,Doctor/GP,Understand most ingredients,3.2,3-4 Products,Under-eye Cream|Hyaluronic Acid/Hydration|Sunscreen/SPF|Moisturiser/Day Cream|Vitamin C Serum|Face Wash/Cleanser,No Preference,Rarely/Never,Dont Wear Ethnic,Rs1201-2500,1000-1499,1250.0,Amazon/Flipkart,3.7,No-Open to It,YouTube Reviews|Influencer Reco,2.1,Definitely Yes,Interested,40,97000,3.87,2.43,3.6
RESP2743,2024-08-17,18-22,Female,Rural/Small Town,Tier-3,20K-40K,Postgraduate,Retired,Married-With Children,Combination,No Concern-Maintenance,Dark,None,No-Lucky So Far,>5 hrs,4-7 hrs,4.1,5-6 hrs,3-4x/week,Non-Veg Regular,4.4,2.4,1.4,3.6,3.8,3.1,Social Follower,Brand Itself,Expert - research every ingredient,3.8,1-2 Products,Sheet Mask/Clay Mask|Face Wash/Cleanser|Niacinamide Serum|Sunscreen/SPF|Toner/Mist|Moisturiser/Day Cream,Natural/Ayurvedic Only,Rarely/Never,Yellow/Gold,Rs701-1200,1000-1499,1250.0,Nykaa/Purplle/Tira|Local Pharmacy,3.3,Yes-One Sub,YouTube Reviews|Friends/Family|Dermatologist/Doctor|Online Search/Blogs|Ads (App/TV),2.9,Probably Yes - Trial First,Interested,20,30000,2.53,2.3,3.33
RESP2744,2024-11-20,23-28,Female,Delhi/Ncr,Tier-1,40K-75K,Undergraduate,Homemaker,Single,Dry,Dryness/Flakiness,Wheatish/Medium,Known Skin Allergies|Eczema/Psoriasis,Yes-Once or Twice,<1 hr,4-7 hrs,2.6,7-8 hrs,1-2x/week,Non-Veg Occasional,3.5,3.5,4.4,3.4,4.1,3.2,Deal Seeker,Dermatologist/Skin Specialist,Read but understand little,3.0,3-4 Products,Sunscreen/SPF|Ayurvedic/Herbal Products|Moisturiser/Day Cream|Sheet Mask/Clay Mask|Hyaluronic Acid/Hydration|Face Wash/Cleanser|Night Cream/Overnight Mask,Natural/Ayurvedic Only,Festivals/Occasions Only,Pastels/Muted|Blue/Navy,Rs301-700,1500-2499,2000.0,Nykaa/Purplle/Tira|Amazon/Flipkart,2.7,Yes-Multiple Subs,Influencer Reco|Ads (App/TV),2.9,Probably Yes - Trial First,Interested,25,57000,4.0,2.8,3.23
RESP2745,2024-11-14,29-35,Female,Lucknow,Tier-2,40K-75K,Postgraduate,Student,Single,Normal,Dryness/Flakiness,Very Fair,Rosacea,Yes-Once or Twice,1-2 hrs,>7 hrs,4.0,>8 hrs,1-2x/week,Non-Veg Regular,3.7,4.0,2.8,5.0,3.1,1.9,Early Adopter,Dermatologist/Skin Specialist,Read but understand little,3.0,5-7 Products,Face Wash/Cleanser|Sunscreen/SPF|Moisturiser/Day Cream,No Preference,Daily,Pastels/Muted|Green/Teal|Black/Charcoal,Rs301-700,600-999,800.0,Nykaa/Purplle/Tira|Brand Website D2C|Supermarket|Social Commerce,2.0,No-Prefer One-time,Online Search/Blogs,2.3,Probably Yes - Trial First,Interested,32,57000,3.3,2.67,2.47
RESP2746,2024-05-26,18-22,Male,Lucknow,Tier-2,20K-40K,Postgraduate,Student,Divorced/Separated/Widowed,Combination,Acne/Pimples,Very Dark,PCOS/PCOD,Yes-Once or Twice,1-2 hrs,1-3 hrs,5.0,5-6 hrs,Never,Non-Veg Occasional,3.3,3.6,3.0,2.9,3.8,1.2,Early Adopter,Doctor/GP,Know a few key ingredients,2.8,None,Sunscreen/SPF|Face Wash/Cleanser|Toner/Mist|Sheet Mask/Clay Mask|Niacinamide Serum|Moisturiser/Day Cream,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs1-300,600-999,800.0,Nykaa/Purplle/Tira|Local Pharmacy|Social Commerce,2.5,No-Open to It,Instagram/Reels|Friends/Family|Online Search/Blogs|Ads (App/TV),4.1,Undecided,Not Interested,20,30000,3.47,1.33,3.47
RESP2747,2024-11-13,23-28,Female,Rural/Small Town,Tier-3,75K-1.2L,Undergraduate,Student,Married-With Children,Oily,No Concern-Maintenance,Wheatish/Medium,None,Yes-Once or Twice,1-2 hrs,Rarely/Never,2.1,7-8 hrs,1-2x/week,Purely Vegetarian,3.9,4.4,4.9,1.7,3.6,3.5,Loyal Buyer,Close Friend/Family,Read but understand little,2.6,3-4 Products,Vitamin C Serum|Ayurvedic/Herbal Products|Niacinamide Serum|Under-eye Cream|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Toner/Mist,Science-backed/Clinical,Rarely/Never,Black/Charcoal|Purple/Violet|Green/Teal,Above Rs2500,Would Not Subscribe,0.0,Amazon/Flipkart|Social Commerce,3.5,No-Open to It,Online Search/Blogs,3.8,Definitely Yes,Interested,25,97000,4.3,2.97,3.63
